2, 96104.5
3, 82166.9
4, 71838.4
5, 69045.9
6, 66753.8
7, 56519.9
8, 56783
9, 52302.8
10, 48707.5
11, 48640.5
12, 46687.7
13, 44875.3
14, 41886
15, 44398.7
16, 41905.9
17, 42328
18, 41183.7
19, 40956.2
20, 40580.4
21, 40737.2
22, 38786.6
23, 39485.9
24, 40611.6
25, 39659.5
26, 39194.3
27, 39357.3
28, 39357.3
29, 39357.3
30, 40056.5
31, 40138.7
32, 39789.6
33, 40107.8
34, 40333.9
35, 40279.4
36, 40757.6
37, 41393.8
38, 41430.5
39, 41435.2
40, 41176.1
41, 41259.5
42, 41769.7
43, 41118.4
44, 41295.5
45, 41566.7
46, 41294.9
47, 41294.9
48, 41629.2
49, 40982.3
50, 41259.5
51, 40308.4
52, 41320.1
53, 40433.2
54, 40433.2
55, 40680.7
56, 40777.8
57, 40408.1
58, 40292.2
59, 39793.1
60, 40339
61, 40079.9
62, 39774.2
63, 39980.3
64, 40141.2
65, 40185.6
66, 40185.6
67, 40418.5
68, 40141.2
69, 40418.5
70, 40677.6
71, 40624.6
72, 40393.4
73, 41433.5
74, 41206.5
75, 41200.6
76, 41071
77, 40578.4
78, 40775.2
79, 41085.1
80, 41310.7
81, 41313.8
82, 41405.5
83, 41313.8
84, 41430.6
85, 41131.3
86, 41430.6
87, 41071
88, 41512.7
89, 41755.1
90, 41781.4
91, 40744.6
92, 40677.3
93, 41500
94, 41305.3
95, 41532.4
96, 41305.3
97, 41187.3
98, 41187.3
99, 41532.4
100, 41236.6
101, 41152.6
102, 41152.6
103, 40677.3
104, 41420.1
105, 41187.3
106, 41305.3
107, 41532.4
108, 41305.3
109, 41152.6
110, 41305.3
111, 41305.3
112, 41412.5
113, 41305.3
114, 41420.1
115, 41187.3
116, 41420.1
117, 41407.7
118, 41236.6
119, 41187.3
120, 41187.3
121, 40677.3
122, 41420.1
123, 40677.3
124, 41299.5
125, 41152.6
126, 41152.6
127, 41532.4
128, 41532.4
129, 42419.3
130, 42426.4
131, 42426.4
132, 42968
133, 42968
134, 42981.1
135, 42981.1
136, 42716.8
137, 43436.5
138, 44419.4
139, 43662.1
140, 44087.4
141, 43670.8
142, 44104.2
143, 43974.3
144, 42344.8
145, 41756.7
146, 41756.7
147, 41973
148, 41579.2
149, 41225.9
150, 42081
151, 41848.1
152, 42081
153, 42081
154, 42321.4
155, 42409.3
156, 41579.2
157, 41579.2
158, 41579.2
159, 41808.9
160, 42322
161, 42138.6
162, 42434.3
163, 41579.2
164, 42201.4
165, 42434.3
166, 42201.4
167, 42138.6
168, 42220.7
169, 42138.6
170, 42434.3
171, 42138.6
172, 41579.2
173, 42138.6
174, 42434.3
175, 42322
176, 42434.3
177, 42081
178, 42434.3
179, 42434.3
180, 42081
181, 42081
182, 42321.4
183, 41579.2
184, 42309.7
185, 42081
186, 41579.2
187, 42309.7
188, 42321.4
189, 41579.2
190, 41838.3
191, 42293.6
192, 42434.3
193, 42353.9
194, 41579.2
195, 42434.3
196, 42434.3
197, 42201.4
198, 42138.6
199, 42321.4
200, 42201.4
201, 41579.2
202, 42309.7
203, 42201.4
204, 42409.3
205, 42309.7
206, 42321.4
207, 41579.2
208, 41899.4
209, 42434.3
210, 42081
211, 42409.3
212, 42081
213, 42409.3
214, 42434.3
215, 42081
216, 42434.3
217, 42081
218, 42361.9
219, 42081
220, 42201.4
221, 42322
222, 41579.2
223, 42081
224, 42309.7
225, 41579.2
226, 42309.7
227, 41380.3
228, 42434.3
229, 41579.2
230, 42201.4
231, 42081
232, 42138.6
233, 42081
234, 42322
235, 41579.2
236, 41579.2
237, 42434.3
238, 42081
239, 42138.6
240, 42434.3
241, 41579.2
242, 42201.4
243, 42322
244, 41579.2
245, 41579.2
246, 42430.1
247, 42409.3
248, 42434.3
249, 41579.2
250, 41579.2
251, 42321.4
252, 42321.4
253, 42201.4
254, 42081
255, 42322
256, 42430.1
257, 41579.2
258, 41579.2
259, 42309.7
260, 41579.2
261, 42176
262, 41579.2
263, 42321.4
264, 42434.3
265, 42201.4
266, 42322
267, 42138.6
268, 42434.3
269, 42409.3
270, 41579.2
271, 42138.6
272, 42322
273, 42321.4
274, 42081
275, 42138.6
276, 42138.6
277, 42434.3
278, 42081
279, 42434.3
280, 42081
281, 42434.3
282, 42081
283, 42081
284, 42081
285, 42081
286, 42430.1
287, 42430.1
288, 42430.1
289, 41579.2
290, 42081
291, 42201.4
292, 42081
293, 42434.3
294, 42309.7
295, 42321.4
296, 42409.3
297, 42309.7
298, 42321.4
299, 41579.2
300, 42201.4
301, 42138.6
302, 42309.7
303, 41579.2
304, 42081
305, 42201.4
306, 42138.6
307, 42138.6
308, 42138.6
309, 42081
310, 42434.3
311, 41579.2
312, 41579.2
313, 42434.3
314, 42138.6
315, 42434.3
316, 42434.3
317, 42309.7
318, 42138.6
319, 42138.6
320, 42434.3
321, 41579.2
322, 41579.2
323, 42138.6
324, 42081
325, 42081
326, 42434.3
327, 42309.7
328, 42081
329, 42321.4
330, 42138.6
331, 42434.3
332, 41579.2
333, 42434.3
334, 41579.2
335, 42322
336, 42434.3
337, 42409.3
338, 42201.4
339, 41579.2
340, 42409.3
341, 42434.3
342, 42138.6
343, 42081
344, 42409.3
345, 42201.4
346, 42309.7
347, 42322
348, 42321.4
349, 41579.2
350, 42138.6
351, 42409.3
352, 42138.6
353, 41579.2
354, 42081
355, 41908.4
356, 42098.5
357, 41939.2
358, 41939.2
359, 41515.1
360, 41806.9
361, 41517.1
362, 41499.4
363, 41520.3
364, 41412.3
365, 41413.6
366, 41524.5
367, 41409
368, 41221.4
369, 41171.2
370, 41223.4
371, 41196.3
