2, 122236
3, 110625
4, 101142
5, 95764.5
6, 90461
7, 85017.5
8, 81116.8
9, 76410.1
10, 73193.7
11, 70310.3
12, 66786.7
13, 62735.4
14, 59574.6
15, 58048.5
16, 55692.4
17, 54803.8
18, 53631.5
19, 53681.5
20, 53949.4
21, 53581.8
22, 54718.5
23, 55811.3
24, 55290.9
25, 54251.7
26, 54126.8
27, 54020.1
28, 53711.4
29, 53280.1
30, 53013.6
31, 53540.5
32, 53299.6
33, 53818.4
34, 54311.7
35, 54137.1
36, 53357.8
37, 53140.8
38, 52558.1
39, 54218.5
40, 53072.1
41, 54493.2
42, 53866.7
43, 54440.3
44, 54695
45, 54257.8
46, 53177.1
47, 52344.2
48, 51693.1
49, 52308
50, 51338.3
51, 51739.9
52, 52847.8
53, 52731.2
54, 52052.5
55, 52830.7
56, 53097.4
57, 52964.3
58, 53081.5
59, 52942.8
60, 53787.2
61, 53231.6
62, 52215.6
63, 51911.9
64, 52662.9
65, 52620.4
66, 52939.9
67, 52350.1
68, 52509.9
69, 51962.1
70, 51945.3
71, 52208.5
72, 51403.3
73, 51453.4
74, 51839.8
75, 51673.5
76, 51342.3
77, 50901.1
78, 51528.1
79, 50939.9
80, 51564.9
81, 51501.1
82, 50790.3
83, 50644.2
84, 50448.5
85, 49940.8
86, 50794.8
87, 51923.5
88, 50910.7
89, 51719.1
90, 51924.4
91, 51287.9
92, 51444.9
93, 51883.8
94, 51557.4
95, 50967.2
96, 51943.2
97, 51309.5
98, 51547.7
99, 52052
100, 52321.2
101, 51850.8
102, 52219.6
103, 51482
104, 51490.5
105, 52030
106, 51191.2
107, 52403.2
108, 51830.5
109, 52382.6
110, 50756.8
111, 52125.1
112, 52256.6
113, 52390.2
114, 52057.7
115, 52003.6
116, 52049.3
117, 52420.5
118, 52655.1
119, 52520.1
120, 52207.7
121, 51444.9
122, 51800.6
123, 51946
124, 52435.6
125, 52265.4
126, 51537.8
127, 51765.4
128, 52669.7
129, 53261.9
130, 52418.6
131, 52539.8
132, 52649.6
133, 51796.3
134, 52551.9
135, 51800.2
136, 52038.5
137, 51848.9
138, 52018.8
139, 51392.4
140, 50666.9
141, 51283.8
142, 51866.3
143, 51370.8
144, 51192
145, 51597
146, 51363.1
147, 51181.3
148, 52396.2
149, 51885.8
150, 51720.3
151, 51875.6
152, 51931.7
153, 51790.1
154, 52052.3
155, 52067.2
156, 51457
157, 51491.8
158, 51274.1
159, 52743.2
160, 52623.3
161, 51968.7
162, 51556.2
163, 50696.1
164, 51146.8
165, 51627.6
166, 51633.3
167, 51157.9
168, 51181.8
169, 51324.9
170, 51443.7
171, 51186.5
172, 50991.1
173, 51678.1
174, 52200.1
175, 51193.9
176, 51040.6
177, 51909.7
178, 52034.4
179, 52240.5
180, 52757.9
181, 52839.9
182, 52729.6
183, 53083.7
184, 52505.6
185, 52374
186, 53184.1
187, 52175.1
188, 52526.7
189, 52228.7
190, 52384.6
191, 52498.9
192, 53233.7
193, 51876.1
194, 51956.1
195, 52597.5
196, 51334.7
197, 51717.1
198, 53306.4
199, 52130.1
200, 52491.8
201, 52973.9
202, 52542.9
203, 52647.8
204, 52182
205, 51787.2
206, 52940.6
207, 53100.5
208, 53258.1
209, 53581.9
210, 54074.3
211, 53552.4
212, 53322.2
213, 54339.1
214, 54130.5
215, 53891.7
216, 54155.7
217, 54225.9
218, 54034.3
219, 54050.6
220, 54604
221, 53682.4
222, 53125.9
223, 52416.9
224, 53867.7
225, 52943.1
226, 52791.6
227, 52446.7
228, 51535.3
229, 52441.6
230, 51753.9
231, 52249.1
232, 51883.8
233, 52288.7
234, 51271.9
235, 51636.8
236, 52997.6
237, 52716.4
238, 51817.3
239, 52283.9
240, 52588.2
241, 53131.4
242, 53570.9
243, 52849.8
244, 53581.7
245, 53978.5
246, 53660.3
247, 54505.8
248, 53808.7
249, 52531.3
250, 52049
251, 51087.2
252, 50978.2
253, 51625.8
254, 51452.7
255, 50637.7
256, 51567.1
257, 52007.2
258, 51337.8
